"playerId","player","team","position","age","exp","bye","points","lower","upper","sdPts","positionRank","dropoff","tier","ptSpread","overallECR","positionECR","sdRank","risk","sleeper","salary"
2558125,"Patrick Mahomes","KC","QB",NA,2,12,23.1801498335901,19.676,25.206815056518,2.08294292642177,1,3.03555774704094,1,5.53081505651797,NA,1,0.2,5.38113936163558,NA,9000
2560757,"Lamar Jackson","BAL","QB",22,1,8,20.1907022892844,18.3799764553973,21.5388356009659,1.41745749936078,2,0.149561448848885,2,3.15885914556858,NA,3.1,1.6,6.658361683328,NA,8200
2558063,"Deshaun Watson","HOU","QB",24,2,10,20.0984818838139,18.4277914951989,20.8493866761355,0.930341678404388,3,0.224592711074663,2,2.42159518093655,NA,4.5,1.6,5.63722944237743,NA,8500
2504211,"Tom Brady","NE","QB",42,19,10,19.983799797057,17.784,21.5859878819414,1.64853966442708,4,0.572349884302344,2,3.80198788194139,NA,3.4,1.6,7.14277512035119,NA,7800
2495455,"Cam Newton","CAR","QB",30,8,7,19.7639785484215,16.9938445085544,20.654288010729,1.40299763337,5,0.71587992551208,2,3.66044350217459,NA,7.9,2.5,8.34593603670545,NA,7800
